-- COMPILE DATE : Ver:4/29, BuildDate:May 26 2011 17:48:30 --
[00:00]AccountKick Fail - uid(0), 
[23:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1268, DB(UID):23993
[23:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1463, DB(UID):74049
[23:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1470, DB(UID):44916
[23:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1483, DB(UID):257578
[23:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1523, DB(UID):148382
[23:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1546, DB(UID):267546
[23:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1364, DB(UID):211843
[23:16]AccountKick Fail - uid(0), 
[23:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1599, DB(UID):199789
[23:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1409, DB(UID):270042
[23:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1411, DB(UID):237649
[23:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1631, DB(UID):79198
[23:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1635, DB(UID):145584
[23:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1661, DB(UID):192763
[23:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1664, DB(UID):204790
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1675, DB(UID):83264
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1490, DB(UID):261035
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1502, DB(UID):152904
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1503, DB(UID):127135
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1694, DB(UID):54415
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1696, DB(UID):216594
[23:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1703, DB(UID):97742
[23:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1705, DB(UID):150168
[23:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1717, DB(UID):133787
[23:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1528, DB(UID):244889
[23:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1745, DB(UID):32508
[23:21]AccountKick Fail - uid(0), 
[23:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1579, DB(UID):92593
[23:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1808, DB(UID):96832
[23:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1830, DB(UID):11616
[23:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1840, DB(UID):176985
[23:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1841, DB(UID):112521
[23:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1845, DB(UID):269709
[23:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1848, DB(UID):6668
[23:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1869, DB(UID):149832
[23:24]AccountKick Fail - uid(0), 
[23:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1895, DB(UID):262548
[23:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1899, DB(UID):119120
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1904, DB(UID):266147
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1724, DB(UID):120916
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1912, DB(UID):110987
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1914, DB(UID):236902
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1925, DB(UID):184445
[23:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1744, DB(UID):227787
[23:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1972, DB(UID):177246
[23:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1987, DB(UID):69657
[23:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1806, DB(UID):52109
[23:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1812, DB(UID):182941
[23:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1815, DB(UID):246097
[23:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1834, DB(UID):203595
[23:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2026, DB(UID):233988
[23:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1861, DB(UID):237349
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2058, DB(UID):64186
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2069, DB(UID):53117
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2074, DB(UID):259289
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2075, DB(UID):227446
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1883, DB(UID):62180
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2080, DB(UID):45126
[23:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2094, DB(UID):194866
[23:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2110, DB(UID):9261
[23:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2127, DB(UID):142060
[23:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2161, DB(UID):107773
[23:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1979, DB(UID):223944
[23:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2177, DB(UID):261221
[23:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1991, DB(UID):12966
[23:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2207, DB(UID):242136
[23:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2213, DB(UID):208503
[23:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2222, DB(UID):72251
[23:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2229, DB(UID):208827
[23:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2249, DB(UID):228694
[23:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2282, DB(UID):126528
[23:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2302, DB(UID):132056
[23:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2303, DB(UID):139558
[23:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2133, DB(UID):145913
[23:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2333, DB(UID):120699
[23:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2346, DB(UID):66556
[23:36]AccountKick Fail - uid(0), 
[23:36]AccountKick Success- serverId(2) sessionIdx(2922), uid(3940), 
[23:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2193, DB(UID):271408
[23:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2397, DB(UID):108828
[23:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2216, DB(UID):67817
[23:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2415, DB(UID):72247
[23:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2233, DB(UID):257426
[23:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2454, DB(UID):98587
[23:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2465, DB(UID):87480
[23:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2487, DB(UID):41646
[23:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2326, DB(UID):202364
[23:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2523, DB(UID):269059
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2532, DB(UID):267523
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2534, DB(UID):218016
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2541, DB(UID):254356
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2542, DB(UID):46753
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2543, DB(UID):267084
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2360, DB(UID):59262
[23:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2567, DB(UID):130758
[23:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2587, DB(UID):89369
[23:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:3, SID:2832, DB(UID):210377
[23:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2634, DB(UID):85882
[23:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2672, DB(UID):224445
[23:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2509, DB(UID):1231
[23:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2701, DB(UID):271174
[23:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2716, DB(UID):121891
[23:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2541, DB(UID):170307
[23:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2567, DB(UID):21653
[23:47]AccountKick Fail - uid(0), 
[23:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2804, DB(UID):250186
[23:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2806, DB(UID):264361
[23:48][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:2026, UID:233988
[23:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2634, DB(UID):157953
[23:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2824, DB(UID):25563
[23:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2638, DB(UID):178220
[23:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2828, DB(UID):253655
[23:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2920, DB(UID):30603
[23:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2950, DB(UID):100218
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2965, DB(UID):239467
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2970, DB(UID):172396
[23:52][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:2465, UID:87480
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2983, DB(UID):209933
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2987, DB(UID):122702
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2799, DB(UID):222421
[23:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2809, DB(UID):135114
[23:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3005, DB(UID):219007
[23:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3008, DB(UID):269953
[23:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3021, DB(UID):51587
[23:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3031, DB(UID):229494
[23:53]AccountKick Fail - uid(0), 
[23:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2839, DB(UID):46037
[23:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3045, DB(UID):267685
[23:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2870, DB(UID):151581
[23:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3076, DB(UID):10894
[23:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3093, DB(UID):236446
[23:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3097, DB(UID):116339
[23:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3098, DB(UID):146879
[23:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3104, DB(UID):96310
[23:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2939, DB(UID):71199
[23:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2961, DB(UID):130177
[23:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3153, DB(UID):2603
[23:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3159, DB(UID):269540
[23:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3164, DB(UID):47902
[23:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3167, DB(UID):269775
[23:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3172, DB(UID):168365
[23:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3181, DB(UID):44512
[23:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3196, DB(UID):169698
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3217, DB(UID):107099
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3219, DB(UID):270159
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3223, DB(UID):164829
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3231, DB(UID):270024
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3040, DB(UID):125484
[23:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3045, DB(UID):103390
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3254, DB(UID):206004
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3260, DB(UID):114979
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3267, DB(UID):120817
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3268, DB(UID):27037
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3272, DB(UID):76822
[23:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3084, DB(UID):119151
[24:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3096, DB(UID):124961
[24:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3298, DB(UID):157495
[24:00][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:1812, UID:182941
[24:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3329, DB(UID):147043
[24:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3141, DB(UID):88088
[24:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3343, DB(UID):200871
[24:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3368, DB(UID):37218
[24:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3394, DB(UID):58379
[24:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3395, DB(UID):99539
[24:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3208, DB(UID):188351
[24:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3213, DB(UID):239986
[24:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3248, DB(UID):166262
[24:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3450, DB(UID):174286
[24:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3279, DB(UID):47459
[24:04]AccountKick Fail - uid(0), 
[24:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3474, DB(UID):270486
[24:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3487, DB(UID):246030
[24:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3335, DB(UID):128517
[24:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3337, DB(UID):26470
[24:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3350, DB(UID):244487
[24:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3546, DB(UID):5652
[24:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3550, DB(UID):120708
[24:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3564, DB(UID):174920
[24:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3571, DB(UID):266010
[24:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3403, DB(UID):76729
[24:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3594, DB(UID):218879
[24:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3419, DB(UID):100815
[24:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3661, DB(UID):192326
[24:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3476, DB(UID):134845
[24:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3496, DB(UID):144499
[24:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3693, DB(UID):64306
[24:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3505, DB(UID):59447
[24:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3705, DB(UID):186651
[24:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3749, DB(UID):49653
[24:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3573, DB(UID):8975
[24:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3792, DB(UID):252101
[24:13]AccountKick Fail - uid(0), 
[24:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3806, DB(UID):64124
[24:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3825, DB(UID):99940
[24:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3835, DB(UID):199585
[24:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3849, DB(UID):239879
[24:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3852, DB(UID):105571
[24:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3858, DB(UID):18440
[24:14]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3868, DB(UID):156453
[24:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3883, DB(UID):69469
[24:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3713, DB(UID):136229
[24:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3929, DB(UID):247525
[24:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3939, DB(UID):143843
[24:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3762, DB(UID):121840
[24:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3956, DB(UID):114631
[24:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3964, DB(UID):81715
[24:17]AccountKick Fail - uid(0), 
[24:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3984, DB(UID):115969
[24:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4014, DB(UID):102090
[24:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4035, DB(UID):164014
[24:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4036, DB(UID):73684
[24:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4049, DB(UID):25965
[24:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4086, DB(UID):86881
[24:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4108, DB(UID):25789
[24:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4118, DB(UID):136477
[24:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4167, DB(UID):17739
[24:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4174, DB(UID):74902
[24:23]AccountKick Fail - uid(0), 
[24:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4222, DB(UID):161927
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4227, DB(UID):141251
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4042, DB(UID):65020
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4234, DB(UID):37852
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4235, DB(UID):189631
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4048, DB(UID):22378
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4239, DB(UID):85354
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4245, DB(UID):195820
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4056, DB(UID):18695
[24:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4249, DB(UID):64385
[24:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4295, DB(UID):192397
[24:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4116, DB(UID):36092
[24:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:29, DB(UID):38705
[24:26]AccountKick Fail - uid(0), 
[24:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:43, DB(UID):92508
[24:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:47, DB(UID):44817
[24:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:63, DB(UID):254691
[24:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4184, DB(UID):95493
[24:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4187, DB(UID):172101
[24:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4196, DB(UID):268645
[24:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4215, DB(UID):246403
[24:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:106, DB(UID):17746
[24:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4257, DB(UID):225578
[24:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:156, DB(UID):18891
[24:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:4276, DB(UID):76782
[24:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:189, DB(UID):270831
[24:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:197, DB(UID):40999
[24:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:199, DB(UID):128920
[24:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:25, DB(UID):109532
[24:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:217, DB(UID):50873
[24:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:43, DB(UID):269907
[24:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:74, DB(UID):134861
[24:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:270, DB(UID):226558
[24:33][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:3021, UID:51587
[24:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:112, DB(UID):209374
[24:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:311, DB(UID):262767
[24:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:326, DB(UID):149582
[24:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:145, DB(UID):31382
[24:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:374, DB(UID):190955
[24:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:393, DB(UID):20353
[24:35]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:394, DB(UID):218116
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:206, DB(UID):144865
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:209, DB(UID):140459
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:418, DB(UID):259592
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:419, DB(UID):253189
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:420, DB(UID):15663
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:428, DB(UID):12303
[24:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:240, DB(UID):156941
[24:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:438, DB(UID):79361
[24:37]AccountKick Fail - uid(0), 
[24:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:444, DB(UID):67232
[24:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:471, DB(UID):267689
[24:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:315, DB(UID):116225
[24:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:511, DB(UID):18059
[24:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:323, DB(UID):259728
[24:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:540, DB(UID):269685
[24:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:557, DB(UID):187066
[24:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:559, DB(UID):263761
[24:40]AccountKick Fail - uid(0), 
[24:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:391, DB(UID):100171
[24:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:399, DB(UID):18867
[24:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:600, DB(UID):121901
[24:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:639, DB(UID):21745
[24:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:645, DB(UID):29982
[24:42]AccountKick Fail - uid(0), 
[24:43]AccountKick Fail - uid(0), 
[24:43]AccountKick Fail - uid(0), 
[24:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:719, DB(UID):36855
[24:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:724, DB(UID):205082
[24:44]AccountKick Fail - uid(0), 
[24:45]AccountKick Fail - uid(0), 
[24:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:773, DB(UID):116858
